python,django,react,rest_api,mysql,docker,aws,git,javascript,html,css,experience,projects,certifications,education,ats_score,label
0,0,0,0,1,0,1,0,0,0,0,4,1,3,0,62,Needs Improvement
0,0,0,1,0,1,0,0,1,1,1,7,7,1,0,65,Suitable
1,1,1,1,1,1,1,1,0,0,1,0,6,1,0,97,Highly Suitable
1,0,1,1,0,0,0,0,0,1,1,8,4,4,2,83,Highly Suitable
1,1,0,1,0,0,0,0,0,0,1,2,5,0,0,58,Suitable
1,0,0,0,1,0,1,1,1,1,1,0,0,0,1,35,Suitable
1,1,0,1,1,0,0,0,0,0,0,0,8,5,2,36,Highly Suitable
1,0,0,0,0,0,0,1,1,0,0,4,6,4,2,70,Highly Suitable
1,1,1,0,0,1,0,0,1,0,1,6,7,0,0,20,Highly Suitable
0,0,1,0,0,1,0,1,0,1,1,5,0,2,0,96,Suitable
1,1,1,1,0,1,1,0,0,0,0,0,6,2,0,92,Highly Suitable
1,0,1,0,1,1,0,1,0,1,1,4,7,3,1,65,Highly Suitable
1,0,1,1,0,1,0,1,1,1,0,5,1,0,2,66,Highly Suitable
1,0,1,0,1,1,0,0,1,0,1,8,4,2,0,32,Highly Suitable
1,1,1,0,1,0,0,1,0,1,0,1,3,2,1,30,Suitable
0,1,0,0,0,1,0,0,1,0,0,8,5,2,0,93,Highly Suitable
1,1,1,1,0,1,1,0,1,1,0,0,8,2,2,32,Highly Suitable
1,0,1,0,0,1,1,1,1,1,1,0,1,3,0,38,Suitable
1,0,1,1,0,0,0,0,1,1,0,6,7,5,0,51,Highly Suitable
1,0,1,1,0,1,1,1,0,1,0,6,6,4,2,22,Highly Suitable
1,1,0,0,1,1,0,1,1,0,1,4,0,0,2,77,Highly Suitable
1,0,1,0,0,1,0,1,0,0,0,8,7,3,2,55,Highly Suitable
0,1,1,0,1,0,1,1,0,0,1,2,4,1,2,56,Highly Suitable
1,1,1,0,0,0,0,1,0,0,0,8,2,0,0,40,Suitable
0,1,0,1,0,1,1,1,0,1,0,0,0,1,2,79,Suitable
1,1,1,1,0,0,0,0,0,1,0,6,8,5,1,69,Highly Suitable
0,1,0,0,1,1,1,1,1,1,1,4,3,4,0,35,Highly Suitable
1,0,1,0,0,1,1,0,1,1,0,5,4,5,0,65,Highly Suitable
1,0,0,0,0,0,1,0,0,1,0,2,5,0,1,42,Needs Improvement
0,0,1,1,1,0,1,1,0,1,0,6,1,3,0,58,Highly Suitable
0,1,0,1,0,0,0,1,1,0,1,2,6,2,1,60,Highly Suitable
0,0,0,0,1,1,0,1,1,1,1,8,5,2,0,38,Highly Suitable
1,0,0,1,1,0,1,1,1,0,1,7,4,3,0,71,Highly Suitable
0,0,0,0,0,0,1,0,0,1,1,8,5,3,0,27,Needs Improvement
1,1,1,0,0,1,0,0,1,0,0,1,7,3,2,33,Highly Suitable
1,0,0,1,1,0,1,1,1,0,1,2,1,0,2,84,Highly Suitable
0,1,1,0,1,0,1,0,1,0,1,7,6,1,0,95,Highly Suitable
1,0,1,0,1,0,1,1,0,1,1,6,6,1,2,91,Highly Suitable
0,1,0,1,0,1,1,0,1,1,1,3,0,0,1,53,Suitable
0,0,0,1,1,1,0,1,1,0,1,3,6,5,2,42,Highly Suitable
0,1,1,0,0,1,0,0,0,1,1,2,7,3,2,63,Highly Suitable
0,1,1,1,1,1,0,1,1,0,0,3,7,4,0,52,Highly Suitable
1,1,1,0,0,0,1,0,1,1,0,5,1,5,2,98,Highly Suitable
0,1,1,1,0,0,1,1,1,0,0,4,6,5,0,54,Highly Suitable
0,0,1,1,1,0,0,0,1,0,0,3,6,0,1,74,Suitable
0,1,1,1,0,1,0,0,0,0,1,6,1,1,2,36,Highly Suitable
1,1,1,0,0,0,1,0,1,1,0,7,1,4,1,67,Highly Suitable
1,1,1,1,1,0,0,0,0,0,0,7,1,4,0,64,Highly Suitable
1,1,1,1,1,0,1,0,0,1,1,0,0,5,1,40,Suitable
0,0,1,1,1,0,1,0,1,1,0,5,4,0,1,35,Highly Suitable
1,0,0,0,0,1,0,0,1,0,0,4,7,3,2,54,Highly Suitable
0,0,0,0,1,1,0,0,1,1,0,1,1,4,1,84,Suitable
1,1,1,0,0,0,0,1,1,0,1,0,0,2,2,73,Suitable
0,0,1,0,1,1,1,0,1,0,1,4,7,2,2,99,Highly Suitable
1,0,1,1,1,1,0,0,1,1,0,8,0,5,0,60,Highly Suitable
1,0,0,0,1,0,1,1,0,0,0,7,6,0,1,60,Highly Suitable
1,0,1,1,0,0,1,0,1,1,1,5,2,5,1,22,Highly Suitable
0,0,0,1,1,1,1,1,0,0,1,6,6,0,1,62,Highly Suitable
1,1,1,1,0,1,1,1,0,1,0,8,1,4,1,49,Highly Suitable
0,0,0,1,0,0,1,1,1,0,1,6,6,1,1,97,Highly Suitable
1,1,0,0,1,1,0,1,1,1,1,6,2,2,2,31,Highly Suitable
0,0,1,0,1,1,1,1,1,1,1,7,1,2,2,23,Highly Suitable
0,1,1,0,1,0,0,0,0,1,1,3,5,0,0,53,Needs Improvement
1,1,1,0,1,0,0,0,1,0,0,5,4,4,2,36,Highly Suitable
1,0,1,0,0,1,0,0,0,1,0,3,2,4,2,83,Highly Suitable
0,0,1,1,1,0,1,1,0,0,1,6,2,4,0,85,Highly Suitable
0,1,0,1,0,1,0,0,1,1,0,4,7,5,2,36,Highly Suitable
1,0,1,1,0,0,0,1,0,1,0,0,3,5,2,21,Suitable
0,1,0,0,0,1,1,1,0,1,1,5,8,1,2,47,Highly Suitable
1,0,1,1,1,0,1,0,0,1,0,5,1,1,1,96,Highly Suitable
0,0,1,0,1,1,1,0,0,0,0,1,1,1,2,40,Needs Improvement
0,0,1,1,0,0,1,1,1,1,0,0,5,0,2,33,Suitable
1,0,1,0,0,1,0,1,1,0,1,1,1,5,2,92,Highly Suitable
1,1,0,0,0,0,1,1,1,1,0,2,1,5,2,55,Highly Suitable
1,1,1,0,0,1,0,1,0,0,1,1,3,3,1,55,Suitable
0,0,0,0,0,1,0,0,1,0,0,7,3,2,0,90,Suitable
0,1,0,1,0,0,1,0,0,0,0,1,5,3,2,31,Needs Improvement
0,1,0,0,1,0,1,1,0,1,0,3,0,5,1,74,Suitable
0,1,0,0,0,1,1,0,0,1,1,4,4,0,1,74,Highly Suitable
0,0,1,1,1,0,1,1,1,0,1,4,4,4,0,49,Suitable
0,0,0,0,0,1,1,0,1,1,0,4,0,3,0,28,Suitable
0,1,1,0,1,1,0,0,1,1,1,1,2,5,0,66,Suitable
1,1,1,0,1,1,1,0,1,0,1,8,0,5,2,62,Highly Suitable
1,0,1,1,0,0,0,1,0,0,0,3,5,4,2,26,Suitable
1,1,1,1,0,0,0,1,1,1,1,1,7,5,0,49,Highly Suitable
0,0,0,0,0,1,1,0,1,0,1,6,6,2,1,74,Highly Suitable
0,0,0,0,0,1,0,1,0,0,1,0,3,3,2,37,Needs Improvement
1,1,0,0,0,1,0,0,1,1,1,2,8,1,1,55,Highly Suitable
1,0,1,0,0,1,1,1,0,0,0,4,7,5,1,21,Highly Suitable
1,1,0,1,0,0,0,0,0,1,1,3,5,2,0,61,Suitable
1,1,0,0,1,0,1,1,0,0,0,5,1,2,2,49,Highly Suitable
0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,35,Not Suitable
0,1,1,1,0,1,0,0,1,0,0,0,8,4,0,94,Highly Suitable
1,1,1,0,0,1,0,1,1,1,0,1,8,3,0,42,Highly Suitable
0,1,1,1,1,1,1,1,1,0,1,4,0,2,1,36,Highly Suitable
1,1,1,0,0,0,0,0,0,0,1,8,3,1,2,44,Highly Suitable
0,0,1,1,0,0,1,1,0,0,1,3,4,1,0,46,Suitable
1,1,0,0,0,1,0,1,0,0,0,0,4,5,2,80,Highly Suitable
0,0,0,1,0,1,1,0,1,1,1,8,1,2,2,28,Suitable
0,0,0,0,1,0,0,0,1,0,1,5,6,1,2,87,Suitable
0,1,1,0,1,0,1,0,1,1,0,4,4,3,2,33,Suitable
0,1,1,1,1,1,0,1,0,0,0,8,0,4,0,75,Highly Suitable
0,0,1,1,1,1,1,0,0,0,1,0,5,4,1,50,Highly Suitable
1,0,0,0,0,1,0,0,1,1,1,0,3,5,0,23,Needs Improvement
1,0,0,0,0,0,1,1,1,0,0,4,8,5,1,72,Highly Suitable
1,1,1,1,1,0,0,0,0,0,1,2,2,0,1,64,Suitable
1,1,0,0,1,1,1,0,0,1,1,6,5,3,1,51,Highly Suitable
0,0,1,0,0,1,0,1,0,0,1,1,1,5,2,54,Suitable
0,0,1,0,1,1,0,0,0,0,1,4,3,1,1,63,Suitable
0,1,0,1,0,1,0,1,0,1,1,4,2,3,0,68,Highly Suitable
1,0,0,1,1,1,1,0,1,0,1,2,6,2,2,49,Highly Suitable
0,1,1,0,1,1,0,1,0,1,1,4,7,0,0,32,Suitable
0,0,1,1,0,0,0,1,0,0,0,3,3,2,0,70,Suitable
1,1,0,1,1,0,0,0,0,1,0,1,7,4,1,39,Suitable
1,1,0,0,1,0,0,0,1,1,1,3,1,5,1,95,Highly Suitable
0,1,1,0,0,1,1,1,1,1,1,0,1,2,2,57,Highly Suitable
0,0,1,1,0,0,0,0,0,1,1,8,6,5,0,39,Suitable
1,0,1,0,0,0,1,1,0,0,0,6,1,3,0,34,Needs Improvement
1,0,0,1,0,1,1,0,1,0,0,3,3,2,0,91,Highly Suitable
1,0,1,0,1,1,0,1,0,0,1,3,1,0,1,47,Needs Improvement
1,0,1,1,0,0,1,1,0,0,1,7,4,0,0,37,Highly Suitable
1,1,0,0,1,0,1,0,1,1,0,2,0,2,1,73,Suitable
1,1,1,1,0,1,1,0,0,1,1,0,0,2,2,73,Highly Suitable
1,1,1,0,1,0,1,0,0,1,1,4,5,3,2,59,Highly Suitable
0,0,0,0,1,0,1,0,0,1,1,8,3,3,0,35,Suitable
1,1,1,0,0,0,1,0,0,0,0,6,1,0,2,58,Highly Suitable
1,1,1,1,1,0,1,0,0,0,1,0,0,0,0,34,Needs Improvement
1,0,1,0,1,1,0,0,0,0,0,5,6,4,1,84,Highly Suitable
1,0,0,1,0,1,0,1,0,1,0,7,7,3,0,56,Highly Suitable
0,0,0,1,1,1,0,1,1,1,1,4,0,4,1,88,Highly Suitable
1,1,0,1,0,1,0,0,1,0,1,0,7,1,2,66,Highly Suitable
0,1,1,1,0,1,1,0,1,0,1,5,4,4,0,76,Highly Suitable
0,0,1,0,1,1,0,0,0,0,0,1,6,5,0,36,Needs Improvement
0,1,0,0,0,1,1,1,1,1,1,2,4,1,0,61,Highly Suitable
1,0,0,1,1,1,0,1,0,1,0,5,1,2,2,98,Highly Suitable
0,1,0,0,1,0,0,0,0,0,1,0,8,1,1,66,Suitable
0,0,1,0,0,1,0,0,1,1,0,5,7,0,0,36,Suitable
0,0,1,1,1,0,0,0,1,0,1,0,7,0,0,67,Suitable
0,0,0,1,1,0,0,0,0,1,1,2,2,5,1,43,Suitable
1,0,1,0,1,1,1,1,0,1,0,4,2,0,2,41,Highly Suitable
0,0,0,0,0,1,1,0,0,0,1,1,4,5,0,96,Needs Improvement
0,0,1,1,1,1,0,1,1,1,0,5,3,0,0,53,Suitable
0,1,0,1,0,1,1,1,1,1,1,3,8,1,0,96,Highly Suitable
1,1,0,0,1,0,0,1,0,1,0,4,7,2,0,22,Suitable
1,0,1,0,1,1,1,0,0,1,0,0,8,3,0,31,Suitable
0,1,1,1,0,0,0,1,0,1,1,0,2,0,0,26,Needs Improvement
0,0,0,0,1,1,0,1,0,0,0,6,0,4,1,46,Suitable
0,0,1,0,0,1,0,0,1,0,1,2,7,3,1,41,Suitable
0,1,1,1,1,1,0,1,1,1,0,4,8,3,0,48,Highly Suitable
1,0,0,1,0,1,0,0,0,0,1,5,3,5,2,90,Highly Suitable
0,1,1,0,0,1,1,1,1,1,1,6,7,1,1,48,Highly Suitable
0,0,1,0,1,0,1,0,1,1,0,2,4,2,2,70,Suitable
1,1,1,0,0,0,0,0,1,1,1,3,2,2,2,38,Highly Suitable
1,0,1,0,0,1,1,1,0,1,0,3,7,2,1,37,Suitable
0,0,1,1,0,1,0,0,0,1,1,5,2,5,1,59,Highly Suitable
1,0,0,0,1,0,1,1,1,1,0,4,8,4,2,60,Highly Suitable
0,0,1,1,0,1,0,1,1,0,1,0,2,0,1,75,Needs Improvement
0,0,0,0,0,1,1,1,0,0,1,0,7,2,0,89,Needs Improvement
0,1,1,1,0,1,1,1,1,1,1,2,8,3,2,23,Highly Suitable
1,0,1,1,1,0,0,0,0,1,0,8,8,3,1,50,Highly Suitable
0,0,1,1,1,1,1,0,0,1,0,2,2,4,2,71,Highly Suitable
0,1,0,0,0,0,1,1,0,0,0,1,4,2,1,50,Suitable
1,0,0,0,1,0,0,0,1,0,1,0,6,2,2,86,Suitable
0,1,0,1,1,1,1,0,1,1,1,7,7,4,0,37,Highly Suitable
0,0,0,0,1,0,0,1,1,0,1,6,1,0,1,74,Suitable
1,1,0,1,1,1,1,0,0,1,1,3,8,1,1,97,Highly Suitable
1,0,1,0,0,1,1,0,0,1,0,8,5,5,2,45,Highly Suitable
0,1,1,1,1,1,0,0,0,1,0,0,7,2,2,68,Highly Suitable
1,0,0,1,1,0,0,1,1,0,0,7,1,0,2,58,Highly Suitable
1,0,1,0,1,1,0,1,1,1,1,8,7,5,2,46,Highly Suitable
1,0,1,0,1,0,0,0,0,1,1,3,7,3,2,43,Suitable
1,1,1,1,1,1,1,1,0,0,0,8,5,1,0,62,Highly Suitable
0,0,1,1,0,0,0,1,0,1,0,5,1,3,1,25,Suitable
0,0,0,1,1,0,1,1,0,0,1,1,2,0,0,26,Not Suitable
0,0,1,0,1,1,1,1,1,1,0,1,2,1,0,55,Suitable
1,1,1,1,1,0,0,1,1,0,1,8,2,4,0,26,Highly Suitable
0,1,0,1,0,1,1,0,0,0,1,8,4,4,0,31,Highly Suitable
0,0,1,1,1,0,1,0,0,1,1,1,8,0,2,36,Highly Suitable
1,1,1,0,0,1,1,0,0,1,1,1,7,5,2,97,Highly Suitable
1,1,0,0,1,0,1,0,0,0,1,1,6,5,1,94,Highly Suitable
0,0,0,1,0,1,1,1,1,1,0,2,6,3,2,41,Highly Suitable
0,1,0,1,0,1,0,0,1,1,0,1,0,0,0,87,Needs Improvement
1,0,1,0,0,1,0,0,1,1,0,6,7,2,2,24,Highly Suitable
1,1,1,1,0,1,0,1,0,0,0,5,8,2,0,71,Highly Suitable
0,1,0,1,1,0,0,0,1,0,0,5,4,2,0,42,Suitable
1,0,1,1,1,0,1,1,1,1,0,5,3,4,2,62,Highly Suitable
0,0,0,0,1,0,0,1,0,0,0,5,6,4,0,41,Suitable
0,0,0,0,1,1,1,1,0,0,0,0,0,3,1,35,Not Suitable
0,0,0,0,0,0,0,0,0,1,1,3,3,2,0,31,Not Suitable
0,0,1,0,0,1,0,1,1,0,0,0,2,3,2,29,Needs Improvement
0,1,1,1,1,0,1,0,0,1,1,7,3,1,2,59,Highly Suitable
1,1,1,0,0,0,0,1,0,0,1,4,0,0,0,25,Suitable
1,0,0,0,0,0,0,0,1,0,1,5,8,5,0,52,Suitable
0,1,0,0,0,1,1,1,1,0,1,4,0,3,1,85,Highly Suitable
1,1,0,0,0,1,0,0,0,0,0,4,8,1,0,35,Highly Suitable
0,1,0,0,1,1,0,1,1,0,1,8,4,0,1,28,Highly Suitable
0,1,0,1,1,0,1,1,1,0,1,4,7,5,0,68,Highly Suitable
0,0,1,0,1,1,1,0,1,0,1,5,7,5,0,76,Highly Suitable
0,0,0,1,0,1,1,1,1,1,1,7,3,5,2,67,Highly Suitable
0,0,1,0,0,0,1,0,1,0,0,6,2,2,0,53,Suitable
0,0,0,1,1,0,0,1,1,0,0,6,5,0,1,65,Suitable
0,0,0,0,0,1,0,1,1,1,1,4,8,3,1,76,Suitable
0,1,1,0,1,1,1,0,0,1,0,1,2,4,2,100,Highly Suitable
1,1,0,1,0,0,1,1,0,0,0,7,5,0,2,99,Highly Suitable
0,0,1,0,1,0,1,0,0,0,1,4,6,3,0,91,Highly Suitable
1,0,1,0,0,0,0,1,0,1,1,2,6,1,2,81,Suitable
1,1,0,0,1,1,1,1,0,0,1,4,2,5,2,57,Highly Suitable
0,1,1,1,1,0,0,0,1,0,0,4,2,2,0,63,Suitable
0,1,0,1,0,0,0,0,1,0,1,3,5,1,0,34,Needs Improvement
0,1,1,1,1,1,0,1,0,0,0,3,5,5,0,58,Highly Suitable
0,1,0,0,0,1,1,0,1,1,0,0,1,1,1,98,Suitable
1,0,0,0,1,0,1,0,1,1,0,0,7,4,0,88,Suitable
1,0,0,1,1,1,0,1,0,1,0,3,2,2,0,35,Suitable
0,1,0,1,1,0,1,0,1,0,0,2,2,5,0,52,Suitable
0,1,0,1,1,0,1,1,0,1,0,6,6,1,0,96,Highly Suitable
1,0,0,1,0,1,0,1,0,0,1,7,2,3,2,62,Highly Suitable
1,0,0,0,0,1,1,0,1,1,1,2,7,3,2,35,Highly Suitable
1,1,1,0,0,1,1,1,0,0,1,6,3,0,2,65,Highly Suitable
0,1,1,0,0,0,1,1,0,1,1,1,8,5,1,92,Highly Suitable
0,1,1,1,0,1,0,1,0,0,0,5,3,1,0,78,Highly Suitable
0,1,1,1,1,1,1,0,0,1,0,6,6,4,2,98,Highly Suitable
1,0,1,0,0,1,0,1,1,1,0,6,4,0,1,80,Highly Suitable
0,1,1,0,0,0,0,0,0,0,1,4,3,1,2,77,Highly Suitable
0,0,1,1,0,0,1,0,1,1,0,6,2,2,2,96,Highly Suitable
1,0,0,1,1,1,0,0,0,0,1,0,0,2,0,81,Suitable
0,1,1,1,0,1,1,0,1,1,1,1,5,4,0,98,Highly Suitable
0,1,0,0,0,0,0,1,1,1,1,2,2,2,0,59,Needs Improvement
1,1,0,1,1,1,0,1,1,1,0,1,2,1,2,51,Highly Suitable
1,0,1,1,1,0,0,0,0,0,1,8,3,4,0,98,Highly Suitable
1,0,0,1,1,0,0,0,0,0,0,8,7,1,1,77,Highly Suitable
0,1,1,0,1,0,1,1,1,1,1,3,3,4,2,24,Highly Suitable
0,0,0,0,0,1,1,0,0,1,0,8,7,4,0,80,Highly Suitable
1,0,1,0,0,0,0,1,0,0,0,5,0,4,1,74,Suitable
0,1,1,0,1,1,1,1,1,0,0,4,3,0,0,39,Highly Suitable
0,0,0,0,1,1,0,0,1,1,0,4,3,2,1,36,Suitable
1,1,0,1,1,0,1,1,0,0,0,4,2,3,0,80,Highly Suitable
1,0,1,0,1,0,1,1,0,1,0,2,7,2,2,51,Highly Suitable
0,1,0,1,0,0,1,0,1,0,0,0,8,0,1,33,Suitable
1,0,0,1,1,1,0,0,0,1,1,7,6,3,2,68,Highly Suitable
0,1,0,0,1,0,1,0,1,0,1,3,3,5,2,87,Highly Suitable
1,1,1,1,1,1,0,0,0,1,1,0,1,3,0,72,Highly Suitable
1,0,0,0,1,1,1,0,0,0,0,0,4,3,0,79,Suitable
1,0,1,0,0,1,0,0,1,1,1,8,4,5,0,91,Highly Suitable
0,0,0,1,0,1,0,0,0,1,1,6,6,3,1,98,Highly Suitable
1,1,1,1,0,0,1,0,0,1,0,2,7,0,2,56,Highly Suitable
0,1,0,1,0,1,0,0,1,0,0,4,3,5,1,45,Suitable
0,1,1,0,0,0,1,1,0,1,0,7,2,5,1,92,Highly Suitable
1,1,1,0,1,0,1,1,0,0,0,7,3,0,0,83,Highly Suitable
0,1,1,1,0,0,1,0,0,0,1,1,3,5,2,50,Highly Suitable
0,1,1,0,1,1,0,1,0,0,0,8,6,1,1,85,Highly Suitable
0,1,1,1,1,0,1,0,1,1,0,7,0,5,2,96,Highly Suitable
0,1,1,0,1,0,1,0,0,0,1,2,2,4,1,88,Highly Suitable
0,0,0,1,1,0,0,0,1,1,1,0,3,1,2,42,Needs Improvement
1,1,0,0,0,1,1,0,1,0,1,4,7,5,0,87,Highly Suitable
1,1,1,0,1,1,1,1,1,0,0,4,3,3,1,88,Highly Suitable
1,0,0,1,1,1,0,1,0,0,1,6,5,4,2,95,Highly Suitable
0,0,0,0,0,0,0,1,1,0,0,5,2,0,0,43,Not Suitable
1,0,0,0,1,1,1,1,1,0,1,5,0,1,2,90,Highly Suitable
1,0,1,0,0,1,1,1,0,0,1,7,3,5,1,26,Highly Suitable
1,0,0,0,1,1,1,0,1,0,0,4,0,2,0,49,Suitable
1,1,1,1,0,1,1,0,0,0,1,6,3,2,2,36,Highly Suitable
0,1,1,1,1,1,1,0,1,1,0,0,7,1,0,82,Highly Suitable
0,1,0,1,0,1,0,1,0,0,1,0,1,4,2,44,Suitable
0,1,0,1,0,1,1,0,1,1,1,2,7,2,1,65,Highly Suitable
1,1,1,0,0,0,1,1,0,0,1,5,8,4,1,59,Highly Suitable
1,0,1,0,0,1,1,0,1,0,1,6,0,1,1,98,Highly Suitable
0,1,0,1,1,0,0,0,1,0,0,1,8,2,2,60,Suitable
1,1,0,0,0,1,1,0,1,0,0,3,0,2,1,81,Highly Suitable
0,1,0,1,1,1,1,0,0,0,1,6,2,0,1,95,Highly Suitable
1,1,1,0,1,1,0,0,1,1,0,4,2,0,2,67,Highly Suitable
1,1,0,1,0,1,1,1,0,0,1,6,8,0,0,74,Highly Suitable
1,1,1,0,1,1,0,1,0,0,0,6,0,4,2,66,Highly Suitable
0,0,0,0,1,0,0,0,0,1,0,8,0,4,0,96,Suitable
1,1,1,1,0,0,0,0,0,1,0,1,8,5,0,26,Highly Suitable
1,0,1,0,1,1,1,0,0,0,0,7,6,0,0,73,Highly Suitable
0,1,0,0,0,0,1,0,0,0,1,5,3,5,2,62,Highly Suitable
1,1,1,1,1,1,0,1,0,0,1,7,2,0,1,93,Highly Suitable
0,0,0,0,1,0,0,1,0,0,1,5,5,0,0,73,Needs Improvement
0,0,1,1,1,1,0,1,0,1,1,3,1,1,1,78,Highly Suitable
1,1,0,0,0,0,0,0,0,0,0,0,7,2,2,58,Needs Improvement
1,1,1,0,0,1,1,1,0,1,1,7,8,5,2,56,Highly Suitable
1,0,1,1,0,1,0,0,1,0,0,3,5,0,0,47,Highly Suitable
0,0,1,1,0,1,1,0,0,1,0,3,3,2,1,89,Highly Suitable
0,0,1,0,0,0,1,1,1,1,0,0,7,5,1,96,Highly Suitable
0,1,1,0,0,1,1,1,1,0,1,2,6,2,0,24,Suitable
1,0,1,0,0,0,0,1,1,0,1,2,5,5,1,38,Highly Suitable
0,1,1,1,1,1,0,1,0,0,1,7,3,3,1,88,Highly Suitable
1,0,1,0,0,1,0,1,0,0,0,8,0,5,2,30,Suitable
1,1,0,1,0,1,1,1,1,1,0,1,7,3,0,49,Highly Suitable
1,0,1,0,0,1,1,0,0,0,0,2,8,1,0,57,Suitable
1,0,1,1,1,1,1,0,0,0,1,2,2,2,1,21,Highly Suitable
1,1,1,0,1,1,1,1,1,1,0,3,4,0,0,61,Highly Suitable
0,1,0,0,0,0,1,1,0,1,0,3,1,2,0,97,Suitable
0,1,1,0,0,0,1,1,1,1,0,5,6,0,1,88,Highly Suitable
1,0,1,0,0,0,1,1,1,1,0,7,3,0,0,24,Suitable
1,1,1,1,0,1,0,1,1,0,0,5,2,2,0,29,Highly Suitable
1,0,1,1,0,0,0,1,1,1,0,0,7,2,0,48,Suitable
0,0,0,1,0,0,1,1,0,0,1,8,5,4,1,93,Highly Suitable
1,0,1,1,0,1,0,1,1,0,1,8,0,0,2,66,Highly Suitable
0,0,0,0,1,0,0,0,1,0,1,0,0,5,0,21,Not Suitable
1,1,1,1,1,0,0,1,1,0,0,6,5,3,1,20,Highly Suitable
1,0,1,1,1,1,0,1,0,1,1,5,6,4,1,26,Highly Suitable
1,0,0,1,0,0,1,0,1,0,0,7,3,2,2,28,Highly Suitable
0,0,1,1,0,0,1,1,0,1,1,7,0,5,2,27,Suitable
1,1,1,0,0,1,0,1,1,1,0,6,5,5,0,33,Highly Suitable
1,1,1,0,0,0,1,1,1,0,0,5,3,0,2,78,Highly Suitable
1,0,0,1,1,1,1,1,1,0,0,3,3,5,2,62,Highly Suitable
1,1,1,1,1,0,1,0,1,0,1,5,6,2,2,86,Highly Suitable
0,0,1,1,0,0,1,1,0,1,0,4,0,0,2,66,Suitable
1,0,0,1,1,0,1,1,0,1,1,2,3,3,2,52,Suitable
0,1,0,1,1,0,1,1,0,0,0,5,4,3,2,79,Highly Suitable
1,0,0,0,0,1,0,0,0,1,0,0,6,4,0,77,Suitable
0,0,0,0,1,1,1,1,0,1,0,3,1,3,2,81,Highly Suitable
1,0,1,1,0,0,0,1,1,1,1,5,7,3,0,93,Highly Suitable
0,1,0,1,1,0,1,0,1,1,1,2,3,1,1,75,Suitable
1,1,1,1,1,0,0,0,1,1,1,7,0,1,2,77,Highly Suitable
1,0,1,1,1,1,1,0,0,0,1,6,3,5,2,70,Highly Suitable
0,0,1,0,0,1,1,0,1,0,1,1,2,4,2,46,Suitable
1,1,0,0,1,0,1,1,0,0,0,4,2,2,1,73,Highly Suitable
0,0,1,0,0,1,0,0,1,0,0,7,0,0,2,80,Suitable
0,1,0,1,0,1,0,1,0,1,0,5,7,4,1,60,Highly Suitable
0,1,1,1,1,1,1,0,0,0,0,4,8,4,1,75,Highly Suitable
1,1,1,1,0,0,0,0,1,1,1,1,1,3,0,34,Suitable
0,1,1,1,0,0,0,1,0,1,1,0,2,2,1,24,Needs Improvement
0,1,0,1,1,0,1,1,1,0,0,0,3,5,1,51,Highly Suitable
0,0,0,1,1,1,0,0,0,0,1,0,4,4,1,68,Suitable
1,1,1,1,1,1,0,1,0,0,1,4,2,2,1,50,Highly Suitable
1,1,1,0,1,1,1,0,0,0,0,8,5,1,2,51,Highly Suitable
1,1,0,0,0,0,0,0,0,0,1,8,6,2,0,71,Highly Suitable
0,0,0,0,1,0,0,0,0,0,1,5,8,2,1,36,Suitable
0,1,0,0,1,1,1,1,1,1,1,2,7,0,2,63,Highly Suitable
1,0,0,0,0,1,0,0,1,1,1,1,4,0,1,81,Needs Improvement
1,0,1,0,0,1,0,1,1,0,0,7,4,5,0,97,Highly Suitable
0,0,1,1,1,0,1,0,0,1,0,0,6,3,2,94,Highly Suitable
0,1,0,0,1,0,0,0,1,1,0,4,5,0,2,98,Suitable
1,0,1,0,0,1,0,0,0,0,1,8,8,4,1,44,Highly Suitable
0,1,0,0,0,0,1,1,1,1,0,8,3,4,0,100,Highly Suitable
0,0,0,0,1,1,0,0,1,0,1,3,5,0,1,63,Suitable
0,0,0,0,0,1,0,1,1,0,1,2,8,3,0,99,Highly Suitable
1,0,1,0,1,0,0,0,1,0,0,1,6,3,0,26,Suitable
1,1,0,1,0,1,1,1,1,0,1,0,1,2,1,75,Highly Suitable
0,0,1,1,0,1,1,0,0,0,0,6,0,4,1,65,Highly Suitable
1,0,0,1,1,1,1,0,1,0,1,6,8,2,2,30,Highly Suitable
1,1,1,0,1,1,0,0,1,0,0,5,4,2,2,47,Highly Suitable
1,1,0,0,0,0,1,0,0,0,1,6,0,3,2,38,Suitable
0,1,0,0,1,0,1,1,0,0,1,5,5,3,0,20,Suitable
0,0,1,0,1,0,0,1,0,1,1,2,8,2,0,39,Suitable
1,0,0,0,1,1,1,0,1,1,0,4,2,2,1,24,Suitable
1,0,1,1,0,0,0,0,1,0,0,0,0,0,2,83,Suitable
1,0,0,1,1,0,1,0,1,1,1,6,3,1,0,60,Highly Suitable
0,1,1,0,1,1,0,0,0,1,1,4,7,2,1,76,Highly Suitable
0,1,1,0,1,0,0,0,0,1,0,5,8,5,0,78,Highly Suitable
1,1,0,0,1,1,1,1,0,0,0,8,5,0,1,39,Highly Suitable
0,0,0,1,0,1,0,0,1,1,1,4,0,2,2,85,Suitable
1,1,0,1,0,1,1,1,0,1,0,3,2,0,2,54,Highly Suitable
0,1,1,0,0,0,0,0,1,0,1,5,8,4,0,66,Highly Suitable
